Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths,Total Deaths
2/1/20,5/16/20,West Virginia,Female,25-34 years,0,,,36
2/1/20,5/16/20,West Virginia,Female,35-44 years,0,,,64
2/1/20,5/16/20,West Virginia,Female,45-54 years,0,14,,125
2/1/20,5/16/20,West Virginia,Female,55-64 years,0,28,,289
2/1/20,5/16/20,West Virginia,Female,65-74 years,,40,,477
2/1/20,5/16/20,West Virginia,Female,75-84 years,,55,,714
2/1/20,5/16/20,West Virginia,Female,85 years and over,11,61,,869
2/1/20,5/16/20,West Virginia,Female Total,"Female, all ages",22,205,27,2592
2/1/20,5/16/20,West Virginia,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,West Virginia Total,All sexes,All Ages,42,421,57,5661
2/1/20,5/16/20,Wisconsin,Male,Under 1 year,0,0,0,51
2/1/20,5/16/20,Wisconsin,Male,1-4 years,0,0,0,
2/1/20,5/16/20,Wisconsin,Male,5-14 years,0,0,,14
2/1/20,5/16/20,Wisconsin,Male,15-24 years,,,,109
2/1/20,5/16/20,Wisconsin,Male,25-34 years,,,,210
2/1/20,5/16/20,Wisconsin,Male,35-44 years,,,,239
2/1/20,5/16/20,Wisconsin,Male,45-54 years,16,20,,498
2/1/20,5/16/20,Wisconsin,Male,55-64 years,28,52,10,1239
2/1/20,5/16/20,Wisconsin,Male,65-74 years,59,98,20,1847
2/1/20,5/16/20,Wisconsin,Male,75-84 years,64,149,17,2132
2/1/20,5/16/20,Wisconsin,Male,85 years and over,53,153,14,2294
2/1/20,5/16/20,Wisconsin,Male Total,"Male, all ages",230,481,78,8637
2/1/20,5/16/20,Wisconsin,Female,Under 1 year,0,0,0,34
2/1/20,5/16/20,Wisconsin,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Wisconsin,Female,5-14 years,0,0,0,13
2/1/20,5/16/20,Wisconsin,Female,15-24 years,0,0,0,41
2/1/20,5/16/20,Wisconsin,Female,25-34 years,,,,95
2/1/20,5/16/20,Wisconsin,Female,35-44 years,,,,135
2/1/20,5/16/20,Wisconsin,Female,45-54 years,,11,,304
2/1/20,5/16/20,Wisconsin,Female,55-64 years,18,43,10,716
2/1/20,5/16/20,Wisconsin,Female,65-74 years,27,80,,1251
2/1/20,5/16/20,Wisconsin,Female,75-84 years,48,115,19,1965
2/1/20,5/16/20,Wisconsin,Female,85 years and over,64,205,22,3666
2/1/20,5/16/20,Wisconsin,Female Total,"Female, all ages",166,461,70,8229
2/1/20,5/16/20,Wisconsin,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Wisconsin Total,All sexes,All Ages,396,942,148,16866
2/1/20,5/16/20,Wyoming,Male,Under 1 year,0,0,0,
2/1/20,5/16/20,Wyoming,Male,1-4 years,0,0,0,
2/1/20,5/16/20,Wyoming,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Wyoming,Male,15-24 years,0,0,0,
2/1/20,5/16/20,Wyoming,Male,25-34 years,0,,,32
2/1/20,5/16/20,Wyoming,Male,35-44 years,0,0,0,33
2/1/20,5/16/20,Wyoming,Male,45-54 years,,,0,42
2/1/20,5/16/20,Wyoming,Male,55-64 years,0,,0,116
2/1/20,5/16/20,Wyoming,Male,65-74 years,,11,,169
2/1/20,5/16/20,Wyoming,Male,75-84 years,,12,0,160
2/1/20,5/16/20,Wyoming,Male,85 years and over,0,15,0,160
2/1/20,5/16/20,Wyoming,Male Total,"Male, all ages",,47,,726
2/1/20,5/16/20,Wyoming,Female,Under 1 year,0,0,0,
2/1/20,5/16/20,Wyoming,Female,1-4 years,0,0,0,0
2/1/20,5/16/20,Wyoming,Female,5-14 years,0,0,0,
2/1/20,5/16/20,Wyoming,Female,15-24 years,0,0,0,
2/1/20,5/16/20,Wyoming,Female,25-34 years,0,0,,
2/1/20,5/16/20,Wyoming,Female,35-44 years,0,,0,17
2/1/20,5/16/20,Wyoming,Female,45-54 years,,,,32
2/1/20,5/16/20,Wyoming,Female,55-64 years,0,,,57
2/1/20,5/16/20,Wyoming,Female,65-74 years,,,,99
2/1/20,5/16/20,Wyoming,Female,75-84 years,0,23,0,171
2/1/20,5/16/20,Wyoming,Female,85 years and over,0,20,,246
2/1/20,5/16/20,Wyoming,Female Total,"Female, all ages",,57,,640
2/1/20,5/16/20,Wyoming,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Wyoming Total,All sexes,All Ages,,104,,1366
2/1/20,5/16/20,Puerto Rico,Male,Under 1 year,0,0,0,11
2/1/20,5/16/20,Puerto Rico,Male,1-4 years,0,0,0,
2/1/20,5/16/20,Puerto Rico,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Puerto Rico,Male,15-24 years,0,0,0,42
2/1/20,5/16/20,Puerto Rico,Male,25-34 years,,,,86
2/1/20,5/16/20,Puerto Rico,Male,35-44 years,,13,0,110
2/1/20,5/16/20,Puerto Rico,Male,45-54 years,,25,,241
2/1/20,5/16/20,Puerto Rico,Male,55-64 years,0,0,0,0
2/1/20,5/16/20,Puerto Rico,Male,65-74 years,0,0,0,0
2/1/20,5/16/20,Puerto Rico,Male,75-84 years,0,0,0,0
2/1/20,5/16/20,Puerto Rico,Male,85 years and over,0,0,0,0
2/1/20,5/16/20,Puerto Rico,Male Total,"Male, all ages",13,42,,495
2/1/20,5/16/20,Puerto Rico,Female,Under 1 year,0,0,0,14
2/1/20,5/16/20,Puerto Rico,Female,1-4 years,,0,0,
2/1/20,5/16/20,Puerto Rico,Female,5-14 years,0,0,0,
2/1/20,5/16/20,Puerto Rico,Female,15-24 years,0,,0,10
2/1/20,5/16/20,Puerto Rico,Female,25-34 years,0,0,0,23
2/1/20,5/16/20,Puerto Rico,Female,35-44 years,0,,0,49
2/1/20,5/16/20,Puerto Rico,Female,45-54 years,,18,,124
2/1/20,5/16/20,Puerto Rico,Female,55-64 years,0,0,0,0
2/1/20,5/16/20,Puerto Rico,Female,65-74 years,0,0,0,0
2/1/20,5/16/20,Puerto Rico,Female,75-84 years,0,0,0,0
2/1/20,5/16/20,Puerto Rico,Female,85 years and over,0,0,0,0
2/1/20,5/16/20,Puerto Rico,Female Total,"Female, all ages",,24,,223
2/1/20,5/16/20,Puerto Rico,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Puerto Rico Total,All sexes,All Ages,17,66,,718
